Apps,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,PoM,Off,Based,Tck R,CA,Gls/xG,Dist/Mins,Value
14.0,82.57142857142857,192.0,83.0,21,6.62,0.0,0.33,0.0,0.81,0.08,0.0,0.16,0.95,0.0,0.0,128.4,0.8,5.0,14.0,2.34,116.0,0.0,1.0,Croatia (Prva HNL),0.78,105,0.0,0.1110726643598616,880000.0
11.0,88.63636363636364,177.0,77.0,24,7.25,2.0,0.2,1.0,4.19,2.34,0.09,0.92,0.92,0.07,0.46,143.1,0.7,3.0,8.0,3.97,63.0,1.0,2.0,France (National 2 Groupe C),0.91,94,0.477326968973747,0.1467692307692307,232500.0
14.0,85.42857142857143,193.0,84.0,29,7.37,2.0,0.22,0.0,0.22,0.15,0.0,0.0,0.86,0.0,0.08,43.7,0.82,1.0,17.0,0.53,48.0,0.0,0.0,Austria (ADMIRAL 2. Liga),0.93,98,9.090909090909092,0.0365384615384615,37500.0
17.0,90.47058823529412,191.0,81.0,28,7.31,4.0,0.38,1.0,3.98,0.0,0.06,0.06,0.99,1.0,0.0,172.1,0.91,3.0,8.0,2.57,162.0,2.0,1.0,Croatia (Prva HNL),0.91,119,1.0050251256281406,0.1118985695708712,825000.0
15.0,84.4,186.0,82.0,26,6.99,1.0,0.21,0.0,1.81,0.21,0.07,0.21,0.91,0.0,0.0,146.5,0.75,1.0,9.0,1.92,115.0,2.0,1.0,Croatia (3. HNL Jug),1.0,104,0.5524861878453039,0.1157187993680884,104000.0
22.0,90.0,182.0,72.0,23,7.13,1.0,0.29,0.0,0.68,0.2,0.05,0.18,0.87,0.0,0.09,126.7,0.78,2.0,15.0,1.68,110.0,0.0,0.0,Uruguay (Campeonato Uruguayo),0.89,122,1.4705882352941175,0.0639898989898989,550000.0
19.0,87.84210526315789,184.0,75.0,21,7.03,1.0,0.2,0.0,0.99,0.22,0.05,0.32,0.88,0.37,0.05,136.9,0.8,5.0,20.0,1.51,88.0,0.0,0.0,Serbia (Super liga),0.89,126,1.0101010101010102,0.0820251647693229,2525000.0
28.0,91.10714285714286,174.0,64.0,24,7.09,1.0,0.4,0.0,0.12,0.36,0.07,0.35,0.8,0.11,0.0,82.9,0.71,0.0,25.0,0.28,17.0,0.0,0.0,Colombia (Categoría Primera A),0.86,106,8.333333333333334,0.0324970599764798,83000.0
16.0,88.3125,188.0,83.0,22,7.08,2.0,0.67,0.0,1.3,0.0,0.0,0.25,0.96,0.37,0.0,162.2,0.89,3.0,3.0,2.61,137.0,2.0,1.0,Croatia (Prva HNL),0.85,117,1.5384615384615383,0.1147912243453644,2087500.0
12.0,82.75,189.0,79.0,30,6.62,0.0,0.0,0.0,0.04,0.0,0.0,0.18,0.93,0.0,0.0,117.2,0.58,1.0,12.0,2.81,72.0,0.0,0.0,Croatia (Prva HNL),0.8,92,0.0,0.1180261832829808,2500.0
11.0,82.72727272727273,184.0,78.0,26,6.73,0.0,0.5,0.0,0.29,0.11,0.0,0.1,0.85,0.0,0.0,108.7,0.8,0.0,7.0,2.77,112.0,0.0,1.0,Portugal (Liga 3 Norte),0.83,88,0.0,0.1194505494505494,39000.0
11.0,81.72727272727273,183.0,73.0,30,6.74,0.0,0.0,0.0,0.65,0.25,0.0,0.4,0.91,0.5,0.2,112.3,0.73,1.0,17.0,2.3,67.0,0.0,1.0,France (National 2 Groupe C),0.9,93,0.0,0.1249165739710789,232500.0
13.0,90.0,186.0,72.0,25,6.97,0.0,0.2,0.0,0.73,0.0,0.0,0.08,0.93,0.0,0.08,141.4,0.74,1.0,7.0,1.85,114.0,0.0,2.0,Portugal (Primeira Liga),0.86,114,0.0,0.1208547008547008,522500.0
16.0,90.0,188.0,80.0,29,7.49,0.0,0.18,0.0,0.38,0.25,0.0,0.0,0.78,0.0,0.0,21.5,0.82,0.0,27.0,0.19,22.0,0.0,0.0,France (National 3 Pays de la Loire),0.97,96,0.0,0.0149305555555555,197500.0
11.0,92.72727272727272,185.0,80.0,24,6.88,0.0,0.14,0.0,0.63,0.2,0.09,0.97,0.92,0.24,0.35,145.5,0.82,2.0,17.0,3.53,75.0,0.0,3.0,Italy (Serie B),0.95,98,0.0,0.1426470588235294,235000.0
11.0,70.27272727272727,173.0,63.0,25,7.2,0.0,0.33,0.0,0.57,1.79,0.35,1.86,0.89,0.54,0.47,105.6,0.59,1.0,10.0,0.7,19.0,1.0,0.0,France (National 2 Groupe D),0.71,99,0.0,0.1366106080206985,275000.0
11.0,80.45454545454545,181.0,80.0,26,7.09,2.0,0.13,0.0,0.95,3.12,0.0,1.12,0.9,0.22,0.61,121.0,0.91,0.0,16.0,1.83,20.0,0.0,0.0,France (National 2 Groupe B),1.0,96,2.1052631578947367,0.1367231638418079,88000.0
11.0,86.9090909090909,185.0,75.0,30,7.23,2.0,0.19,0.0,1.94,0.62,0.0,1.79,0.9,0.25,0.56,133.3,0.85,0.0,9.0,3.48,68.0,0.0,0.0,France (National 2 Groupe D),0.86,90,1.0309278350515465,0.1394351464435146,66000.0
15.0,87.53333333333333,193.0,75.0,27,6.74,0.0,0.0,0.0,1.56,0.18,0.0,0.27,0.91,0.0,0.14,140.9,0.87,2.0,20.0,1.65,140.0,0.0,3.0,Italy (Lega Nazionale Dilettanti C),1.0,96,0.0,0.1073115003808073,33000.0
11.0,90.0,191.0,74.0,25,7.24,1.0,0.18,0.0,1.04,0.22,0.0,0.27,0.92,0.0,0.0,114.5,0.87,4.0,3.0,3.0,124.0,1.0,0.0,Portugal (FPF Liga 3),0.83,99,0.9615384615384616,0.1156565656565656,35500.0
13.0,90.0,189.0,80.0,26,7.03,0.0,0.17,0.0,0.29,0.22,0.08,1.15,0.87,0.39,0.62,145.7,0.9,1.0,18.0,1.85,66.0,1.0,3.0,Portugal (Liga Portugal 2),0.88,104,0.0,0.1245299145299145,66000.0
12.0,85.25,184.0,81.0,24,6.65,1.0,0.25,0.0,0.38,0.0,0.0,0.0,0.96,0.0,0.0,108.1,0.79,1.0,2.0,1.94,92.0,1.0,0.0,Croatia (Prva HNL),0.86,101,2.631578947368421,0.1056695992179863,137500.0
11.0,86.54545454545455,181.0,79.0,29,7.24,2.0,0.33,0.0,0.55,0.34,0.09,1.89,0.91,0.0,0.0,129.6,0.66,1.0,27.0,0.85,25.0,1.0,3.0,France (National 2 Groupe B),0.89,98,3.636363636363636,0.1361344537815126,307500.0
14.0,90.0,183.0,74.0,31,6.83,0.0,0.2,0.0,0.34,0.0,0.07,0.29,0.82,0.5,0.21,56.4,0.82,0.0,19.0,0.29,8.0,1.0,0.0,Austria (ADMIRAL 2. Liga),0.84,96,0.0,0.0447619047619047,35500.0
11.0,87.36363636363636,190.0,82.0,27,7.11,2.0,0.25,0.0,1.31,2.11,0.19,1.59,0.89,0.53,0.28,127.3,0.78,1.0,27.0,0.56,22.0,1.0,1.0,France (National 2 Groupe C),0.6,93,1.5267175572519085,0.1324661810613943,325000.0
16.0,86.875,176.0,83.0,23,6.72,1.0,0.67,0.0,0.29,0.37,0.13,1.29,0.91,0.36,0.0,186.5,0.6,0.0,29.0,1.04,37.0,0.0,0.0,Croatia (Prva HNL),0.76,123,3.4482758620689657,0.1341726618705035,660000.0
20.0,87.8,191.0,83.0,22,7.27,2.0,0.28,0.0,1.89,0.0,0.26,0.97,0.93,0.27,0.62,237.0,0.8,5.0,20.0,2.72,118.0,0.0,3.0,Austria (Admiral Bundesliga),0.77,139,1.0582010582010584,0.1349658314350797,17500000.0
20.0,86.4,180.0,72.0,20,6.91,0.0,0.0,0.0,0.71,0.4,0.16,1.61,0.92,0.27,0.99,231.0,0.85,1.0,20.0,3.23,78.0,0.0,1.0,Austria (Admiral Bundesliga),0.78,132,0.0,0.1336805555555555,15250000.0
11.0,90.0,185.0,70.0,26,7.05,1.0,0.75,0.0,0.44,0.18,0.18,1.45,0.93,0.25,0.0,139.0,0.68,1.0,19.0,2.18,47.0,1.0,1.0,Portugal (Liga 3 Norte),0.97,114,2.272727272727273,0.1404040404040404,302500.0
21.0,91.23809523809524,173.0,67.0,27,6.88,1.0,0.18,0.0,2.28,0.05,0.05,1.13,0.93,0.16,0.66,268.0,0.77,1.0,17.0,2.68,127.0,0.0,4.0,U.S.A. (MLS),0.79,96,0.4385964912280702,0.1398747390396659,72000.0
13.0,84.92307692307692,187.0,83.0,27,7.12,1.0,0.06,0.0,1.75,0.29,0.0,0.33,0.95,0.66,0.08,141.5,0.77,0.0,24.0,1.14,29.0,1.0,1.0,Croatia (Druga HNL),0.8,91,0.5714285714285714,0.1281702898550724,32500.0
19.0,83.26315789473684,184.0,66.0,24,6.71,0.0,0.2,0.0,0.13,0.25,0.0,0.46,0.93,0.42,0.34,192.1,0.82,2.0,12.0,2.5,86.0,0.0,1.0,Croatia (Prva HNL),0.63,115,0.0,0.1214285714285714,165000.0
12.0,88.5,191.0,84.0,31,6.92,0.0,0.2,0.0,0.97,0.0,0.0,0.08,0.89,0.0,0.17,112.9,0.88,1.0,15.0,2.54,137.0,0.0,2.0,Croatia (Druga HNL),1.0,93,0.0,0.1063088512241054,2000.0
13.0,90.0,180.0,64.0,29,6.68,0.0,0.25,0.0,1.65,0.5,0.08,0.54,0.92,0.0,0.15,162.7,0.61,0.0,22.0,0.92,28.0,1.0,0.0,Portugal (Liga Portugal 2),0.63,107,0.0,0.139059829059829,27500.0
16.0,77.375,180.0,69.0,21,6.79,0.0,0.2,0.0,1.91,0.88,0.15,1.02,0.94,0.0,0.0,168.3,0.68,0.0,18.0,1.24,36.0,0.0,0.0,Portugal (Primeira Liga),0.86,120,0.0,0.1359450726978998,1375000.0
11.0,86.0,188.0,86.0,24,6.77,0.0,0.13,0.0,1.09,0.0,0.0,0.0,0.94,0.0,0.1,108.7,0.82,0.0,13.0,1.71,106.0,0.0,2.0,Austria (Admiral Bundesliga),0.6,112,0.0,0.1149048625792811,1000000.0
13.0,91.3076923076923,185.0,82.0,26,6.86,0.0,0.0,0.0,0.08,0.55,0.0,0.23,0.91,0.0,0.08,139.0,0.78,3.0,16.0,2.88,138.0,0.0,1.0,Portugal (Liga Portugal 2),0.8,95,0.0,0.1171019376579612,13250.0
11.0,88.54545454545455,173.0,69.0,31,7.13,1.0,0.14,0.0,0.5,0.09,0.0,0.55,0.83,0.5,0.0,43.0,0.55,0.0,7.0,0.55,8.0,0.0,0.0,Belgium (Eerste nationale),0.72,85,2.0,0.0441478439425051,14000.0
15.0,84.2,187.0,78.0,33,7.24,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.73,0.0,0.0,10.5,0.94,0.0,17.0,0.29,14.0,0.0,0.0,France (National 3 Méditerranée-Corse),0.95,97,0.0,0.008313539192399,22000.0
13.0,85.92307692307692,184.0,74.0,22,7.04,0.0,0.18,0.0,1.11,0.19,0.24,1.13,0.93,0.6,0.64,144.9,0.58,0.0,19.0,1.29,21.0,1.0,1.0,Portugal (Liga Portugal 2),0.53,96,0.0,0.1297224709042077,180000.0
11.0,90.0,189.0,76.0,24,7.15,0.0,0.08,0.0,1.55,0.1,0.09,0.36,0.92,0.0,0.0,107.5,0.81,0.0,8.0,2.73,104.0,0.0,0.0,Portugal (FPF Liga 3),0.88,101,0.0,0.1085858585858585,19250.0
15.0,77.53333333333333,188.0,79.0,27,7.02,1.0,0.43,0.0,2.21,0.22,0.08,1.16,0.92,0.0,0.15,160.8,0.58,1.0,25.0,1.63,31.0,0.0,0.0,Portugal (Liga Portugal 2),0.88,111,0.4524886877828054,0.1382631126397248,325000.0
13.0,92.3076923076923,174.0,70.0,21,7.23,0.0,0.24,0.0,2.71,0.08,0.15,0.75,0.95,0.28,1.5,172.0,0.86,2.0,22.0,2.17,69.0,3.0,2.0,Holland (Eerste Divisie),0.76,121,0.0,0.1433333333333333,3525000.0
16.0,88.375,184.0,76.0,32,6.92,2.0,0.31,0.0,1.51,0.6,0.13,0.95,0.94,0.2,0.19,172.8,0.69,1.0,19.0,1.02,22.0,0.0,0.0,Italy (Lega Nazionale Dilettanti E),0.91,101,1.3245033112582782,0.1222065063649222,162500.0
12.0,92.5,185.0,72.0,30,7.19,0.0,0.3,0.0,0.75,0.63,0.16,0.89,0.94,0.29,0.41,153.2,0.86,1.0,20.0,2.92,65.0,1.0,4.0,Portugal (Liga Portugal 2),0.93,101,0.0,0.138018018018018,42500.0
13.0,76.76923076923077,194.0,92.0,25,6.87,0.0,0.3,0.0,1.64,0.0,0.0,0.0,0.93,0.0,0.18,114.5,0.87,2.0,12.0,1.98,105.0,0.0,0.0,Portugal (Liga Portugal 2),0.92,105,0.0,0.1147294589178356,85000.0
11.0,74.36363636363636,188.0,80.0,31,7.12,0.0,0.29,0.0,0.73,0.78,0.22,2.09,0.93,0.38,0.22,105.0,0.75,0.0,13.0,0.66,17.0,1.0,1.0,Croatia (Druga HNL),0.44,99,0.0,0.128361858190709,13250.0
12.0,81.16666666666667,185.0,75.0,24,6.89,0.0,0.0,0.0,0.63,0.0,0.0,0.74,0.91,0.17,0.92,133.5,0.82,2.0,24.0,2.86,73.0,0.0,1.0,France (Ligue 2),0.88,108,0.0,0.1370636550308008,262500.0
15.0,89.0,188.0,80.0,25,6.71,0.0,0.29,0.0,1.31,0.07,0.0,0.2,0.9,0.0,0.07,147.6,0.82,2.0,17.0,2.16,184.0,0.0,1.0,France (Ligue 2),0.67,100,0.0,0.1105617977528089,180000.0
13.0,90.0,184.0,81.0,26,6.89,0.0,0.0,0.0,0.42,0.18,0.0,0.54,0.95,0.0,0.15,157.6,0.86,0.0,16.0,0.85,30.0,0.0,0.0,Slovenia (1. SNL),0.62,111,0.0,0.1347008547008547,495000.0
11.0,90.0,186.0,83.0,36,7.26,1.0,0.22,0.0,1.96,0.5,0.0,0.36,0.93,0.0,0.0,117.8,0.83,3.0,8.0,2.73,115.0,0.0,1.0,Portugal (Liga 3 Sul),0.88,91,0.5102040816326531,0.1189898989898989,17000.0
11.0,90.0,188.0,75.0,25,6.98,0.0,0.2,0.0,1.22,0.1,0.09,0.18,0.93,0.0,0.0,114.9,0.84,0.0,12.0,3.73,124.0,0.0,1.0,Italy (Serie B),0.89,98,0.0,0.116060606060606,165000.0
11.0,90.0,183.0,77.0,23,7.12,0.0,0.23,0.0,2.21,0.0,0.09,0.36,0.94,1.0,0.0,106.7,0.76,2.0,5.0,2.64,87.0,0.0,0.0,Portugal (FPF Liga 3),0.67,106,0.0,0.1077777777777777,220000.0
11.0,88.72727272727273,188.0,87.0,30,7.43,3.0,0.38,1.0,1.98,3.84,0.65,1.75,0.89,0.08,0.18,141.7,0.7,0.0,33.0,0.74,24.0,2.0,2.0,France (National 2 Groupe A),0.81,92,1.5151515151515151,0.1451844262295082,212500.0
16.0,90.0,188.0,81.0,32,7.04,2.0,0.25,0.0,0.63,0.0,0.06,0.06,0.95,0.0,0.0,172.9,0.81,3.0,7.0,1.75,132.0,1.0,0.0,Portugal (Primeira Liga),0.86,118,3.1746031746031744,0.1200694444444444,3525000.0
34.0,87.94117647058823,176.0,75.0,25,6.84,0.0,0.0,0.0,0.27,0.12,0.03,0.99,0.9,0.18,0.45,337.0,0.66,5.0,44.0,2.14,126.0,0.0,3.0,U.S.A. (MLS),0.95,113,0.0,0.1127090301003344,1155000.0
11.0,84.27272727272727,178.0,71.0,21,7.22,1.0,0.11,0.0,0.24,0.0,0.1,0.29,0.8,0.0,0.19,38.9,0.38,1.0,20.0,0.49,5.0,0.0,0.0,Belgium (Eerste nationale),0.7,90,4.166666666666667,0.0419633225458468,44000.0
12.0,74.0,178.0,70.0,30,7.05,1.0,0.21,0.0,1.51,0.62,0.41,1.82,0.9,0.4,0.2,128.2,0.72,0.0,6.0,1.52,22.0,1.0,1.0,Croatia (Druga HNL),0.92,101,0.6622516556291391,0.1443693693693693,77000.0
18.0,85.66666666666667,171.0,74.0,30,6.44,2.0,0.08,0.0,0.19,0.31,0.0,0.12,0.85,0.5,0.06,81.4,0.78,0.0,25.0,0.82,10.0,0.0,0.0,Cyprus (A' Katigorías),0.66,103,10.526315789473683,0.0527885862516212,38500.0
19.0,90.84210526315788,189.0,80.0,31,6.93,1.0,0.2,0.0,0.22,0.1,0.1,0.42,0.86,0.2,0.0,123.2,0.85,1.0,22.0,0.42,35.0,0.0,0.0,Bosnia & Herzegovina (Liga 12),0.88,93,4.545454545454546,0.0713789107763615,66000.0
11.0,80.81818181818181,180.0,70.0,19,6.62,0.0,0.36,0.0,0.98,0.1,0.0,1.32,0.87,0.17,2.53,131.6,0.31,0.0,11.0,1.62,4.0,0.0,4.0,France (Ligue 1),0.78,100,0.0,0.1480314960629921,1650000.0
13.0,70.61538461538461,179.0,79.0,28,6.85,1.0,0.33,0.0,0.73,1.2,0.2,1.27,0.86,0.36,0.29,118.1,0.75,0.0,16.0,1.18,20.0,0.0,1.0,Italy (Lega Nazionale Dilettanti E),0.93,98,1.36986301369863,0.1286492374727668,192500.0
11.0,88.0,186.0,82.0,27,6.96,1.0,0.22,0.0,1.38,0.23,0.09,0.28,0.94,0.0,0.0,108.6,0.7,1.0,5.0,2.23,111.0,0.0,0.0,France (National 2 Groupe C),0.73,106,0.7246376811594204,0.1121900826446281,330000.0
11.0,87.36363636363636,187.0,81.0,27,7.25,0.0,0.4,0.0,0.96,0.12,0.0,0.19,0.95,0.0,0.09,110.3,0.82,4.0,9.0,2.34,102.0,1.0,1.0,France (National 2 Groupe D),0.93,104,0.0,0.1147762747138397,412500.0
17.0,91.76470588235294,184.0,78.0,28,7.01,0.0,0.28,0.0,2.87,0.23,0.0,0.0,0.94,0.0,0.23,175.0,0.74,3.0,24.0,1.96,147.0,0.0,0.0,Portugal (Primeira Liga),0.84,124,0.0,0.1121794871794871,3000000.0
13.0,88.07692307692308,173.0,71.0,24,6.9,1.0,0.25,0.0,0.61,0.17,0.08,0.94,0.89,0.21,0.47,147.4,0.76,1.0,17.0,1.97,64.0,0.0,7.0,Holland (Eredivisie),0.83,110,1.639344262295082,0.1287336244541485,715000.0
11.0,72.18181818181819,175.0,74.0,28,7.36,1.0,0.4,0.0,0.19,0.23,0.34,0.57,0.86,0.66,0.11,41.7,0.73,0.0,14.0,0.11,7.0,0.0,1.0,Denmark (Superliga),0.69,117,5.2631578947368425,0.0525188916876574,825000.0
12.0,84.08333333333333,175.0,73.0,21,6.86,1.0,0.42,0.0,2.56,1.24,0.09,1.43,0.88,0.4,0.09,137.6,0.57,0.0,12.0,1.34,19.0,1.0,2.0,Portugal (Primeira Liga),0.76,110,0.390625,0.1363726461843409,787500.0
13.0,90.0,186.0,82.0,26,7.45,2.0,0.67,0.0,0.42,0.23,0.54,1.38,0.9,0.37,0.15,145.2,0.78,0.0,26.0,1.62,32.0,0.0,0.0,Belgium (1B Pro League),0.85,97,4.761904761904762,0.1241025641025641,935000.0
21.0,89.76190476190476,194.0,84.0,24,6.84,0.0,0.2,0.0,0.27,0.0,0.05,0.14,0.9,0.0,0.19,187.2,0.76,0.0,16.0,2.2,177.0,0.0,0.0,U.S.A. (MLS),0.92,108,0.0,0.0993103448275862,1210000.0
12.0,79.33333333333333,183.0,70.0,24,7.23,2.0,0.36,0.0,1.46,0.0,0.0,0.09,0.93,0.0,0.0,112.8,0.75,2.0,6.0,3.59,112.0,1.0,0.0,Portugal (Liga Portugal 2),0.91,113,1.36986301369863,0.1184873949579831,455000.0
16.0,83.125,172.0,69.0,24,6.67,0.0,0.0,0.0,1.08,0.0,0.07,0.74,0.91,0.26,0.95,194.1,0.67,0.0,18.0,3.59,82.0,0.0,5.0,France (Ligue 2),0.93,108,0.0,0.1459398496240601,15001.5
19.0,90.52631578947368,173.0,67.0,27,6.46,1.0,0.13,0.0,0.0,0.0,0.1,0.0,0.67,0.0,0.0,1.6,1.0,0.0,24.0,0.0,0.0,0.0,0.0,Colombia (Categoría Primera A),0.94,107,0.0,0.0009302325581395,46500.0
12.0,66.16666666666667,185.0,71.0,22,6.85,1.0,0.5,0.0,0.19,0.34,0.0,0.34,0.92,0.28,0.34,107.5,0.73,0.0,7.0,1.25,12.0,0.0,0.0,Austria (Admiral Bundesliga),0.76,111,5.2631578947368425,0.1353904282115869,3525000.0
13.0,78.53846153846153,183.0,78.0,24,6.87,0.0,0.56,0.0,0.97,0.39,0.09,0.79,0.87,0.25,0.0,150.0,0.56,0.0,12.0,1.23,19.0,1.0,0.0,Holland (Eredivisie),0.65,113,0.0,0.1469147894221351,3850000.0
44.0,84.4090909090909,177.0,58.0,27,6.75,1.0,0.29,0.0,0.67,0.57,0.1,0.22,0.85,0.33,0.05,249.1,0.66,0.0,34.0,0.7,39.0,0.0,0.0,Colombia (Categoría Primera A),0.88,107,1.4925373134328357,0.0670705438879913,6750.0
11.0,88.45454545454545,181.0,77.0,27,6.84,0.0,0.43,0.0,1.48,0.13,0.0,0.83,0.89,0.14,0.37,137.3,0.7,0.0,8.0,1.02,19.0,0.0,0.0,Portugal (Primeira Liga),0.67,116,0.0,0.1411099691675231,412500.0
20.0,78.3,180.0,73.0,30,7.24,0.0,0.24,0.0,1.86,2.64,0.52,3.45,0.85,0.25,0.17,237.5,0.71,1.0,10.0,0.98,23.0,1.0,0.0,Croatia (Prva HNL),0.67,116,0.0,0.1516602809706258,990000.0
15.0,85.4,181.0,72.0,25,7.03,1.0,0.25,0.0,1.48,0.51,0.14,0.91,0.9,0.3,0.07,170.9,0.66,0.0,36.0,1.19,28.0,0.0,1.0,Portugal (Primeira Liga),0.96,122,0.6756756756756757,0.1334113973458235,1575000.0
11.0,90.0,180.0,68.0,18,6.97,0.0,0.2,0.0,0.04,0.22,0.0,0.18,0.84,1.0,0.09,111.4,0.85,1.0,6.0,2.64,132.0,0.0,1.0,Portugal (FPF Liga 3),0.56,89,0.0,0.1125252525252525,880000.0
16.0,90.0,190.0,82.0,24,6.98,2.0,0.5,0.0,0.58,0.0,0.0,0.12,0.95,0.0,0.0,160.3,0.77,1.0,18.0,2.31,146.0,1.0,0.0,Portugal (Primeira Liga),1.0,127,3.4482758620689657,0.1113194444444444,3250000.0
16.0,90.75,185.0,71.0,27,6.87,0.0,0.0,0.0,0.46,0.07,0.0,0.19,0.95,0.0,0.12,169.1,0.74,2.0,8.0,2.11,150.0,0.0,0.0,Portugal (Primeira Liga),0.77,114,0.0,0.1164600550964187,302500.0
11.0,77.72727272727273,187.0,78.0,26,7.11,0.0,0.0,0.0,0.3,0.13,0.32,1.79,0.9,0.25,0.11,121.1,0.84,1.0,6.0,2.11,51.0,0.0,1.0,France (National 2 Groupe C),0.95,95,0.0,0.1416374269005847,307500.0
12.0,90.0,178.0,64.0,30,6.82,0.0,0.0,0.0,0.0,0.1,0.08,1.42,0.86,0.37,0.17,142.2,0.76,3.0,14.0,3.08,42.0,0.0,2.0,Italy (Serie B),0.93,100,0.0,0.1316666666666666,275000.0
11.0,90.0,175.0,69.0,18,7.18,0.0,0.17,0.0,0.31,0.27,0.0,1.55,0.92,0.44,0.36,135.2,0.65,0.0,10.0,1.09,17.0,2.0,1.0,Holland (Eerste Divisie),0.83,95,0.0,0.1365656565656565,1875000.0
13.0,85.84615384615384,190.0,80.0,29,7.05,1.0,0.22,0.0,1.88,0.55,0.16,0.24,0.95,0.5,0.16,127.8,0.84,2.0,13.0,3.71,100.0,1.0,0.0,Holland (Eredivisie),0.8,123,0.5319148936170213,0.114516129032258,3850000.0
12.0,90.0,180.0,78.0,23,7.24,2.0,0.43,0.0,0.66,0.1,0.08,0.08,0.91,0.0,0.08,80.1,0.82,0.0,13.0,1.67,60.0,0.0,1.0,Mexico (Liga BBVA MX),0.69,133,3.0303030303030303,0.0741666666666666,5600000.0
14.0,76.64285714285714,192.0,77.0,29,7.01,0.0,0.0,0.0,1.05,0.4,0.0,0.25,0.93,0.25,0.17,118.3,0.79,2.0,9.0,3.52,103.0,0.0,1.0,Portugal (Primeira Liga),1.0,125,0.0,0.1102516309412861,2150000.0
16.0,88.375,175.0,69.0,27,7.03,3.0,0.42,1.0,1.23,0.19,0.13,0.89,0.9,0.21,0.32,197.7,0.57,1.0,12.0,1.34,27.0,1.0,0.0,France (Ligue 2),1.0,100,2.4390243902439024,0.1398161244695898,522500.0
16.0,90.0,187.0,80.0,26,6.93,1.0,0.33,0.0,0.24,0.08,0.06,0.19,0.92,0.33,0.06,166.7,0.77,4.0,14.0,3.25,166.0,1.0,0.0,Portugal (Primeira Liga),0.69,114,4.166666666666667,0.1157638888888888,330000.0
22.0,82.81818181818181,178.0,74.0,24,6.87,0.0,0.2,0.0,1.35,2.32,0.1,1.09,0.88,0.09,0.1,246.4,0.76,5.0,11.0,1.09,58.0,1.0,0.0,Croatia (Prva HNL),0.84,128,0.0,0.1352360043907793,1650000.0
16.0,88.4375,190.0,77.0,26,6.88,0.0,0.0,0.0,1.86,0.35,0.19,0.7,0.91,0.23,0.83,173.8,0.72,4.0,17.0,2.35,86.0,1.0,4.0,Cyprus (A' Katigorías),0.84,107,0.0,0.1228268551236749,165000.0
16.0,74.875,179.0,68.0,31,7.27,2.0,0.33,1.0,0.62,0.7,0.53,1.58,0.87,0.57,0.23,138.2,0.6,0.0,10.0,0.83,23.0,4.0,1.0,Italy (Lega Nazionale Dilettanti E),0.81,99,3.2258064516129035,0.1153589315525876,307500.0
15.0,81.73333333333333,175.0,77.0,32,6.9,1.0,0.2,0.0,0.84,0.29,0.22,0.88,0.92,0.0,0.0,162.7,0.82,0.0,20.0,1.25,44.0,1.0,0.0,France (National 3 Île-de-France),0.85,98,1.1904761904761905,0.1327079934747145,66000.0
17.0,90.0,187.0,75.0,28,6.93,2.0,0.4,0.0,0.14,0.06,0.12,0.47,0.86,0.23,0.88,118.9,0.69,0.0,20.0,1.12,31.0,0.0,1.0,Poland (Ekstraklasa),0.87,108,14.285714285714285,0.0777124183006536,900000.0
11.0,90.0,188.0,81.0,20,7.17,0.0,0.2,0.0,1.11,0.18,0.0,0.36,0.95,0.0,0.0,120.7,0.89,3.0,6.0,2.09,111.0,0.0,2.0,Portugal (Liga Portugal 2),0.67,116,0.0,0.1219191919191919,10850000.0
16.0,84.75,182.0,75.0,29,7.0,0.0,0.17,0.0,1.15,0.07,0.0,0.33,0.94,0.0,0.13,160.7,0.7,5.0,11.0,2.99,147.0,0.0,1.0,France (Ligue 2),0.9,111,0.0,0.1185103244837758,121000.0
12.0,84.91666666666667,192.0,86.0,23,7.1,0.0,0.29,0.0,2.27,0.18,0.0,0.09,0.94,0.0,0.0,112.8,0.8,2.0,11.0,2.21,102.0,1.0,1.0,Holland (Eerste Divisie),0.73,110,0.0,0.1106967615309126,1500000.0
11.0,93.36363636363636,180.0,73.0,29,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.18,22.3,0.71,0.0,13.0,0.0,20.0,0.0,0.0,Cyprus (A' Katigorías),1.0,109,0.0,0.021713729308666,247500.0
16.0,89.0625,186.0,79.0,30,7.24,0.0,0.17,0.0,0.93,0.06,0.0,0.32,0.8,0.44,0.19,74.4,0.69,2.0,18.0,1.26,32.0,1.0,1.0,Poland (Ekstraklasa),0.57,112,0.0,0.0522105263157894,825000.0
12.0,89.25,185.0,74.0,30,6.94,1.0,0.25,0.0,1.84,0.09,0.0,0.08,0.94,0.0,0.17,127.5,0.8,0.0,8.0,2.1,105.0,1.0,1.0,Holland (Eredivisie),0.78,111,0.5434782608695652,0.119047619047619,4400000.0
16.0,86.3125,187.0,73.0,26,6.98,0.0,0.25,0.0,0.77,0.99,0.26,0.46,0.93,0.0,0.2,192.5,0.73,0.0,21.0,0.65,25.0,0.0,1.0,Portugal (Primeira Liga),0.81,117,0.0,0.1393917451122375,1000000.0
